ds,input_dim,# lay,# neu,acc,enc_at_l,enc_eq,solver,ddup,ohe-ddup,h_type,h_solver,# gates,# gates_f,# cl,# var,# avg_cl_s,# avg_var_s,# expl,run_t,t_Model,t_Encoding,t_Explain,t/Exp,m_enc,m_expl,dedup_strat,exp_strat,proc_rounds
monk3,17,2,10,0.9635416716337204,tot,bit,gc3,sat,N/A,lbx,mgh,20,2,37,42,110.50,94.00,3,0.13422060012817383,0.020819902420043945,0.10682487487792969,0.006203889846801758,0.0020679632822672525,63.66 KB,109.94 KB,parent,mus,0
monk3,17,2,10,0.9635416716337204,tot,bit,gc3,sat,N/A,lbx,mgh,20,2,37,42,110.50,94.00,3,0.13466787338256836,0.020786762237548828,0.1070871353149414,0.006474018096923828,0.002158006032307943,61.69 KB,109.56 KB,parent,mus,0
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,2,lbx,mgh,24,4,29,14,76.50,75.00,2,0.27007579803466797,0.09187197685241699,0.16208791732788086,0.015695810317993164,0.007847905158996582,92.38 KB,100.74 KB,parent,mus,0
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,2,lbx,mgh,24,4,29,14,76.50,75.00,2,0.13556480407714844,0.013191938400268555,0.11612701416015625,0.005923032760620117,0.0029615163803100586,83.51 KB,111.91 KB,parent,mus,0
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,2,lbx,mgh,24,4,29,14,76.50,75.00,2,0.1384580135345459,0.009398221969604492,0.12259578704833984,0.006106138229370117,0.0030530691146850586,92.74 KB,85.07 KB,parent,mus,0
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,2,lbx,mgh,24,4,29,14,76.50,75.00,2,0.13787508010864258,0.008826971054077148,0.12230396270751953,0.0063669681549072266,0.0031834840774536133,83.51 KB,111.84 KB,parent,mus,0
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,2,lbx,mgh,24,4,29,14,76.50,75.00,2,0.13983798027038574,0.010449886322021484,0.1231379508972168,0.005891084671020508,0.002945542335510254,92.29 KB,84.49 KB,parent,mus,0
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,N/A,lbx,mgh,24,4,29,14,76.50,75.00,2,0.14162278175354004,0.01024007797241211,0.12413692474365234,0.0068628787994384766,0.0034314393997192383,82.38 KB,112.11 KB,parent,mus,0
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,N/A,lbx,mgh,24,4,29,14,76.50,75.00,2,0.13668608665466309,0.00941610336303711,0.12065601348876953,0.006253957748413086,0.003126978874206543,91.62 KB,85.46 KB,parent,mus,0
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,N/A,lbx,mgh,24,4,29,14,76.50,75.00,2,0.1386098861694336,0.010468721389770508,0.12030315399169922,0.0074460506439208984,0.0037230253219604492,80.65 KB,110.21 KB,parent,mus,0
